cluster,lan_code,fraction
0,heb,1.0
1,eng,0.9566382193615784
2,spa,0.9446409403649545
3,ber,0.5958053609055716
4,epo,0.9765319761464116
5,jpn,0.3591995464014101
6,deu,0.9911554872255524
7,rus,0.8605209316965691
8,nld,0.9958866841846257
9,fra,0.9902319793000331
10,por,0.9870077141697118
11,ita,0.9915204007494933
12,kab,0.5753052783289405
13,ukr,0.9957698158037905
14,tur,0.9970939427486952
15,hun,0.9993327216615231
16,fin,0.991608039651192
17,hun,0.30661745320326916
