lan_code,cluster,count,total_count,fraction
jpn,42,1,7490,0.0001335113484646195
jpn,44,1,48190,2.075119319360863e-05
jpn,89,1,29819,3.353566517991885e-05
jpn,91,1,12006,8.329168748958855e-05
jpn,103,1,9557,0.00010463534581981794
jpn,137,1,4641,0.00021547080370609782
jpn,178,2,10648,0.00018782870022539445
jpn,188,116572,644468,0.18088097469540768
kab,3,342,6314,0.05416534684827368
kab,6,20448,23595,0.866624284806103
kab,7,529,9709,0.05448552889071995
kab,11,1492,5222,0.2857142857142857
kab,13,1,25534,3.9163468316754135e-05
kab,14,1968,3770,0.5220159151193634
kab,15,65,6326,0.010275055327220993
kab,17,8,6088,0.001314060446780552
kab,24,154,2002,0.07692307692307693
kab,25,2926,5890,0.4967741935483871
kab,33,1,13763,7.265857734505559e-05
kab,44,1069,48190,0.02218302552396763
kab,50,59,813,0.07257072570725707
kab,52,1983,4159,0.4767973070449627
kab,59,11,6257,0.001758031005274093
kab,65,548,10737,0.05103846512061097
kab,66,1,5502,0.0001817520901490367
kab,67,4102,4355,0.9419058553386912
kab,70,5793,6127,0.9454871878570262
kab,71,22,6319,0.003481563538534578
kab,78,1,2454,0.00040749796251018743
kab,83,4,4698,0.0008514261387824606
kab,84,309,14179,0.021792792157415898
kab,88,7142,24564,0.2907506920696955
kab,89,268,29819,0.00898755826821825
kab,100,9,3341,0.0026938042502244837
kab,110,6295,6813,0.9239688830177601
kab,114,1655,6897,0.23995940263882848
kab,115,6961,9669,0.7199296721481022
kab,117,160,8313,0.019246962588716467
kab,119,2,5716,0.0003498950314905528
kab,120,1,13582,7.362685907819172e-05
kab,129,254,18235,0.013929256923498766
kab,136,1219,2778,0.43880489560835134
kab,139,1591,5382,0.2956150130063174
kab,140,12727,22122,0.5753096465057409
kab,145,166,6139,0.02704023456589021
kab,150,897,4242,0.21145685997171146
kab,164,74,2320,0.03189655172413793
kab,167,1,9647,0.0001036591686534674
kab,169,1119,14238,0.07859249894648125
kab,171,245,1155,0.21212121212121213
kab,172,955,2625,0.3638095238095238
kab,174,20,15784,0.0012671059300557526
kab,175,1,8843,0.00011308379509216329
kab,181,10,10950,0.0009132420091324201
kab,182,124,8003,0.015494189678870424
kab,186,1,1131,0.0008841732979664014
kab,188,26428,644468,0.041007466623633755
kab,192,3830,11340,0.3377425044091711
kab,193,2591,2652,0.976998491704374
nld,4,1,6583,0.00015190642564180464
nld,7,8778,9709,0.9041095890410958
nld,12,4,14374,0.0002782802281897871
nld,13,6186,25534,0.24226521500744105
nld,17,1167,6088,0.19168856767411302
nld,20,4769,17300,0.27566473988439305
nld,21,1341,10898,0.12305010093595155
nld,22,5,10898,0.0004587997797761057
nld,23,10160,10164,0.9996064541519087
nld,25,31,5890,0.005263157894736842
nld,31,1783,1785,0.9988795518207283
nld,34,4359,10376,0.4201040863531226
nld,42,4443,7490,0.5931909212283044
nld,43,355,7719,0.045990413265967096
nld,44,2952,48190,0.06125752230753268
nld,47,5506,6156,0.8944119558154646
nld,61,2359,8188,0.288104543234001
nld,66,2,5502,0.0003635041802980734
nld,70,27,6127,0.004406724334911049
nld,72,1,491,0.002036659877800407
nld,78,1,2454,0.00040749796251018743
nld,79,142,11307,0.012558592022640843
nld,81,7,14726,0.00047534972158087737
nld,84,521,14179,0.03674448127512518
nld,89,2,29819,6.70713303598377e-05
nld,100,97,3341,0.02903322358575277
nld,103,1,9557,0.00010463534581981794
nld,104,5,4428,0.001129177958446251
nld,111,5,7125,0.0007017543859649122
nld,116,1,3540,0.0002824858757062147
nld,121,6584,6584,1.0
nld,126,4527,4527,1.0
nld,129,1,18235,5.4839594187003014e-05
nld,130,1,2014,0.0004965243296921549
nld,131,9426,9426,1.0
nld,135,1,4664,0.0002144082332761578
nld,136,1,2778,0.0003599712023038157
nld,137,2,4641,0.00043094160741219563
nld,139,2453,5382,0.4557785209959123
nld,144,6182,6182,1.0
nld,145,1,6139,0.00016289297931259162
nld,149,2,6865,0.000291332847778587
nld,157,1,7502,0.00013329778725673153
nld,167,1,9647,0.0001036591686534674
nld,169,5944,14238,0.41747436437701924
nld,170,4,11233,0.00035609365263064184
nld,174,949,15784,0.060124176381145464
nld,175,4057,8843,0.4587809566889065
nld,177,5786,5786,1.0
nld,180,161,6916,0.02327935222672065
nld,181,1650,10950,0.1506849315068493
nld,182,846,8003,0.10571035861551918
nld,188,12989,644468,0.020154608141909294
nld,199,2,6384,0.0003132832080200501
pol,1,1,4622,0.00021635655560363478
pol,4,3,6583,0.00045571927692541396
pol,12,6130,14374,0.42646444970084874
pol,13,3,25534,0.0001174904049502624
pol,17,112,6088,0.018396846254927726
pol,18,191,10393,0.018377754257673434
pol,20,164,17300,0.009479768786127168
pol,21,3,10898,0.0002752798678656634
pol,22,1,10898,9.175995595522114e-05
pol,25,1821,5890,0.3091680814940577
pol,30,1,9617,0.00010398253093480295
pol,34,353,10376,0.03402081727062452
pol,39,13687,13920,0.9832614942528736
pol,42,104,7490,0.013885180240320427
pol,44,3718,48190,0.07715293629383689
pol,46,2,10402,0.00019227071716977504
pol,47,650,6156,0.1055880441845354
pol,48,57,13724,0.004153308073447974
pol,53,3,4991,0.0006010819475055099
pol,63,12380,12380,1.0
pol,66,17,5502,0.0030897855325336242
pol,69,11847,11847,1.0
pol,71,7,6319,0.0011077702168064568
pol,79,8688,11307,0.7683735738922791
pol,81,2,14726,0.00013581420616596497
pol,84,1118,14179,0.07884900204527823
pol,85,1,12021,8.318775476249896e-05
pol,89,3,29819,0.00010060699553975653
pol,100,8,3341,0.002394492666866208
pol,128,3,14329,0.00020936562216484055
pol,129,1676,18235,0.09191115985741706
pol,137,1,4641,0.00021547080370609782
pol,141,9,8615,0.001044689495066744
pol,145,3,6139,0.0004886789379377749
pol,148,1,1600,0.000625
pol,155,1,5307,0.0001884303749764462
pol,158,1,7299,0.00013700506918755994
pol,167,2,9647,0.0002073183373069348
pol,169,1,14238,7.023458350891979e-05
pol,173,1421,3532,0.402321630804077
pol,175,1,8843,0.00011308379509216329
pol,176,545,11420,0.047723292469352016
pol,180,1,6916,0.00014459224985540774
pol,181,2,10950,0.00018264840182648402
pol,182,194,8003,0.024240909658877922
pol,185,1833,1833,1.0
pol,188,48229,644468,0.0748353680865458
pol,198,1583,21515,0.07357657448291889
por,4,10,6583,0.0015190642564180464
por,10,10369,10369,1.0
por,12,2,14374,0.00013914011409489355
por,13,7661,25534,0.3000313307746534
por,17,828,6088,0.1360052562417871
por,21,2402,10898,0.22040741420444118
por,34,697,10376,0.06717424826522744
por,43,3,7719,0.000388651379712398
por,44,3464,48190,0.07188213322266031
por,46,2916,10402,0.280330705633532
por,48,1790,13724,0.13042844651705043
por,49,31,5366,0.005777115169586284
por,51,63,4165,0.015126050420168067
por,54,1,15063,6.638783774812455e-05
por,66,5480,5502,0.9960014540167212
por,67,59,4355,0.013547646383467279
por,71,1,6319,0.0001582528881152081
por,73,90,8716,0.010325837540156035
por,77,11109,11267,0.9859767462501109
por,79,2321,11307,0.20527107101795347
por,80,4223,7628,0.5536182485579444
por,81,3,14726,0.00020372130924894744
por,84,1004,14179,0.07080894280273645
por,85,52,12021,0.0043257632476499455
por,89,118,29819,0.003957208491230424
por,91,1,12006,8.329168748958855e-05
por,99,1,14778,6.766815536608472e-05
por,100,18,3341,0.005387608500448967
por,104,4127,4428,0.9320234869015357
por,109,5577,5605,0.9950044603033006
por,111,29,7125,0.004070175438596491
por,116,49,3540,0.01384180790960452
por,118,1,3645,0.00027434842249657066
por,119,5711,5716,0.9991252624212736
por,120,243,13582,0.017891326756000588
por,123,1,6616,0.00015114873035066505
por,128,1,14329,6.978854072161351e-05
por,135,1,4664,0.0002144082332761578
por,137,4520,4641,0.9739280327515621
por,143,1096,2868,0.3821478382147838
por,145,80,6139,0.01303143834500733
por,149,222,6865,0.03233794610342316
por,155,1,5307,0.0001884303749764462
por,157,33,7502,0.004398826979472141
por,158,426,7299,0.058364159473900536
por,159,1330,1331,0.9992486851990984
por,160,1,8981,0.00011134617525887985
por,165,7656,13841,0.5531392240445054
por,166,36,4533,0.007941760423560556
por,167,1,9647,0.0001036591686534674
por,174,1,15784,6.335529650278763e-05
por,175,2,8843,0.00022616759018432659
por,176,305,11420,0.026707530647985988
por,181,2,10950,0.00018264840182648402
por,182,221,8003,0.027614644508309385
por,188,26455,644468,0.04104936164402267
por,195,3737,3737,1.0
rus,2,5834,10705,0.544978981784213
rus,27,1202,2420,0.49669421487603305
rus,29,3832,3832,1.0
rus,40,4051,4051,1.0
rus,43,1,7719,0.00012955045990413266
rus,44,1,48190,2.075119319360863e-05
rus,48,1,13724,7.28650539201399e-05
rus,56,2158,2158,1.0
rus,57,5267,5267,1.0
rus,67,1,4355,0.0002296211251435132
rus,74,5698,5698,1.0
rus,77,1,11267,8.875477056891808e-05
rus,89,1,29819,3.353566517991885e-05
rus,93,8110,8110,1.0
rus,98,3400,3400,1.0
rus,105,1430,1430,1.0
rus,106,4055,5107,0.7940082240062659
rus,108,10857,19717,0.5506415783334179
rus,113,1733,3005,0.5767054908485857
rus,147,1077,6349,0.16963301307292486
rus,154,7844,22223,0.35296764613238535
rus,168,1253,2228,0.5623877917414721
rus,187,1564,1564,1.0
rus,188,46748,644468,0.072537348634843
rus,190,457,457,1.0
rus,196,6,1264,0.004746835443037975
spa,4,29,6583,0.004405286343612335
spa,5,23,6457,0.0035620257085333747
spa,12,1,14374,6.957005704744678e-05
spa,13,5373,25534,0.21042531526591995
spa,15,1,6326,0.00015807777426493836
spa,17,10,6088,0.0016425755584756898
spa,21,3491,10898,0.320334006239677
spa,25,33,5890,0.005602716468590832
spa,32,2730,4745,0.5753424657534246
spa,34,1975,10376,0.19034309946029299
spa,43,1571,7719,0.2035237725093924
spa,44,1592,48190,0.033035899564224945
spa,46,3665,10402,0.35233608921361276
spa,48,11226,13724,0.8179830953074906
spa,54,12765,15063,0.8474407488548098
spa,58,147,5228,0.028117827084927313
spa,65,46,10737,0.004284250721803111
spa,70,1,6127,0.00016321201240411296
spa,71,334,6319,0.05285646463047951
spa,73,127,8716,0.014570904084442405
spa,79,1,11307,8.844078889183692e-05
spa,80,3405,7628,0.4463817514420556
spa,81,3,14726,0.00020372130924894744
spa,83,365,4698,0.07769263516389953
spa,84,952,14179,0.06714154735877001
spa,85,69,12021,0.005739955078612428
spa,86,373,682,0.5469208211143695
spa,89,6462,29819,0.21670746839263558
spa,91,1391,12006,0.11585873729801766
spa,100,151,3341,0.04519604908709967
spa,103,615,9557,0.06435073767918803
spa,104,272,4428,0.06142728093947606
spa,117,7,8313,0.0008420546132563455
spa,118,2,3645,0.0005486968449931413
spa,119,1,5716,0.0001749475157452764
spa,123,3964,6616,0.5991535671100363
spa,129,1447,18235,0.07935289278859337
spa,133,4931,5150,0.9574757281553398
spa,135,1,4664,0.0002144082332761578
spa,145,1565,6139,0.2549275126242059
spa,149,12,6865,0.0017479970866715222
spa,157,2,7502,0.00026659557451346307
spa,158,4872,7299,0.667488697081792
spa,160,5665,8981,0.6307760828415544
spa,163,508,4435,0.11454340473506201
spa,164,1402,2320,0.6043103448275862
spa,165,5230,13841,0.37786287117982803
spa,167,3533,9647,0.3662278428527003
spa,173,1,3532,0.00028312570781426955
spa,174,4402,15784,0.2788900152052712
spa,175,126,8843,0.014248558181612575
spa,176,1405,11420,0.12302977232924693
spa,182,90,8003,0.011245782831438211
spa,188,18217,644468,0.028266725423139707
tur,3,3,6314,0.0004751346214760849
tur,7,1,9709,0.00010299721907508497
tur,13,660,25534,0.025847889089057725
tur,15,6150,6326,0.9721783117293709
tur,16,8,5734,0.0013951866062085804
tur,17,25,6088,0.004106438896189225
tur,25,10,5890,0.001697792869269949
tur,26,4684,4684,1.0
tur,28,223,224,0.9955357142857143
tur,30,22,9617,0.002287615680565665
tur,32,12,4745,0.0025289778714436247
tur,33,117,13763,0.008501053549371503
tur,34,72,10376,0.006939090208172706
tur,35,4839,4839,1.0
tur,43,30,7719,0.00388651379712398
tur,44,10879,48190,0.2257522307532683
tur,48,1,13724,7.28650539201399e-05
tur,54,42,15063,0.0027882891854212307
tur,58,3543,5228,0.6776970160673298
tur,61,3,8188,0.0003663898387884709
tur,65,4,10737,0.0003725435410263575
tur,67,1,4355,0.0002296211251435132
